characters-href,Image-src,name,Nationality,Ethnicity,Age,Born,Died,Eye color,Hair color,Skin color,Gender,Love interest,Allies,Enemies,Weapon of choice,Fighting styles,Profession,Position,Predecessor,Successor,Affiliation,First appearance,Last appearance,Voiced by
"https://avatar.fandom.com/wiki/Jojo","https://static.wikia.nocookie.net/avatar/images/f/f8/Jojo.png/revision/latest?cb=20150615192414","Jojo","Earth Kingdom","","","","","","Brown","","Woman","","","Fire Nation","Earth","","Thief","","","","","Avatar: The Last Airbender Trading Card Game (only appearance)","",""
"https://avatar.fandom.com/wiki/Jing_(potion-maker)","","","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","","","Woman","","Tao","","Potions bandolier","","","","","","","Adventure Booklet 1: Earth & Root (only appearance)","",""
"https://avatar.fandom.com/wiki/Jin_Wei_(games)","https://static.wikia.nocookie.net/avatar/images/e/e1/Jin_Wei_%28games%29.png/revision/latest?cb=20220220145417","","Earth Kingdom","","","","","","","","Woman","","Aang","Fire Nation","","","","","","","","Avatar: The Last Airbender (video game) (only appearance)","",""
"https://avatar.fandom.com/wiki/Jin_Wei","https://static.wikia.nocookie.net/avatar/images/9/9c/Jin_Wei.png/revision/latest?cb=20131202203023","Jin Wei","Earth Kingdom","Ganjinese","","","","","Black (Gan Jin version), brown (Zhang version), light brown (Aang's version)","","Man","","","Wei Jin","Earth","","","","","","","""The Great Divide"" (flashback only) (only appearance)","",""
"https://avatar.fandom.com/wiki/Jin","https://static.wikia.nocookie.net/avatar/images/0/08/Jin.png/revision/latest?cb=20140504182006","Jin","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","Dark olive green","Brown","Light tan","Woman","Zuko (as Lee; formerly)[2]","Iroh","Fire Nation","","","","","","","","""The Tales of Ba Sing Se""","","Marcella Lentz-Pope"
"https://avatar.fandom.com/wiki/Jie","https://static.wikia.nocookie.net/avatar/images/b/b4/Jie.png/revision/latest?cb=20210730170006","Jie","Suki's village, Earth Kingdom","Kyoshi Islander","","","","Brown","Brown","Light","Woman","","Kyoshi Warriors","Fire Nation","War fans","","Kyoshi Warrior","","","","","Suki, Alone (only appearance)","",""
"https://avatar.fandom.com/wiki/Jianzhu","https://static.wikia.nocookie.net/avatar/images/3/3f/Jianzhu.png/revision/latest?cb=20230405231046","Jianzhu","Earth Kingdom","Ganjinese","49 at death[5]","345 BG","296 BG","","Black (streaked with gray in his older years)","","Man","","Fire Nation","Flying Opera Company","Earth","(Choy Li Fut)","Earth SageEarthbending instructorPolitician","Butcher of Zhulu Pass[4]","","Wong and Lek (as the Avatar's earthbending master)","Kuruk's team (formerly)","""The Test""","",""
"https://avatar.fandom.com/wiki/Jiang","https://static.wikia.nocookie.net/avatar/images/6/69/Jiang.png/revision/latest?cb=20201013210045","Jiang","Earth Kingdom","Earth Kingdom","","","","Light green","Black (shaven)","Olive","Woman","","Katara","Fire Nation military","Sword","","PirateDaofei[2]","","","","","Katara and the Pirate's Silver","",""
"https://avatar.fandom.com/wiki/Jialun","","Jialun","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","","","Man","","Dai Li","Earth Sages","Earth","","","","","","Earth Kingdom government","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Jet","https://static.wikia.nocookie.net/avatar/images/1/1e/Jet.png/revision/latest?cb=20150324102352","Jet","Earth Kingdom","Earth Kingdom","16 (deceased)[2][3]","83 AG","100 AG","Black","Brown","Tan","Man","Katara (formerly)[4]","Freedom Fighters","Fire Nation","Hook swords","","Freedom Fighter (formerly)","Freedom Fighters (formerly)","","Smellerbee (as leader of the Freedom Fighters)","Dai Li (unwillingly; formerly)","""Jet""","","Crawford Wilson"
"https://avatar.fandom.com/wiki/Jae","https://static.wikia.nocookie.net/avatar/images/6/66/Jae.png/revision/latest?cb=20230419114423","Jae","Yokoya, Earth Kingdom","Yokoyan","","c. 312 BG","","","","","Man","","Aoma","Kyoshi","Earth","","Fisherman","","","","","""Nine Years Later""","",""
"https://avatar.fandom.com/wiki/Jade","https://static.wikia.nocookie.net/avatar/images/7/7e/Jade.png/revision/latest?cb=20230517203309","Jade","Omashu, Earth Kingdom","Earth Kingdom","","","","Light green","Brown","Light","Woman","","Jiang","Fire Nation","","","Shopkeeper","","","","","Avatar: Generations (only appearance)","",""
"https://avatar.fandom.com/wiki/Innkeeper","https://static.wikia.nocookie.net/avatar/images/3/32/Innkeeper.png/revision/latest?cb=20140802073911","Innkeeper","Earth Kingdom","Earth Kingdom","","","","","Gray","","Woman","","","","","","Innkeeper","","","","","""The Stakeout"" (only appearance)","","Andrea Romano"
"https://avatar.fandom.com/wiki/Ikru","","Ikru","Earth Kingdom","Earth Kingdom","","","","","","","Man","","","","","","AcademicInventor","","","","","Adventure Booklet 2: Fire & Brimstone (only appearance)","",""
"https://avatar.fandom.com/wiki/Ibuki","","Ibuki","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","","","Man","","","","","","Art collector","","","","","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Hundun","https://static.wikia.nocookie.net/avatar/images/4/49/Hundun.png/revision/latest?cb=20141022113648","Hundun","","Earth Kingdom","","","171 AG","","White (Hundun)Bald (brother)","","Men","","Equalists","Avatar","Earth, spirit energy","","","Kings (formerly)","","","","The Legend of Korra (video game) (only appearance)","","Steve Blum"
"https://avatar.fandom.com/wiki/Hui","","Hui","Earth Kingdom","Earth Kingdom","","","296 BG","","","","Man","","Lu Beifong","Jianzhu","","","Servant","","","","","""Obligations""","",""
"https://avatar.fandom.com/wiki/Huan","https://static.wikia.nocookie.net/avatar/images/a/a9/Huan.png/revision/latest?cb=20150407233429","Huan","Zaofu, Earth Kingdom","Earth Kingdom","","","","Olive drab green","Black (green streak dyed in the front and shaved on the left side)","","Man","","Metal Clan","Earth Empire","Earth, metal","","Artist","","","","Beifong family","""The Metal Clan""","","Jason Marsden"
"https://avatar.fandom.com/wiki/Hua_(criminal)","","","","Fire Nation","","","","","","","Woman","Rose (girlfriend)","Paper Lantern Gang","","Fire","","Criminal","","","","","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Hua","https://static.wikia.nocookie.net/avatar/images/f/f8/Hua.png/revision/latest?cb=20230421104845","Hua","Zeizhou Province, Earth Kingdom","Earth Kingdom","","","","Green","Blackish brown","Tan","Woman","","Yun","Fifth Nation","","","","","","","","""The Iceberg""","",""
"https://avatar.fandom.com/wiki/How","https://static.wikia.nocookie.net/avatar/images/5/54/How.png/revision/latest?cb=20130627093056","How","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","Black","","Man","","Earth King","Long Feng","Earth","","","Leader of the Council of Five","","","Earth Kingdom Army","""The Earth King""","","Jim Meskimen"
"https://avatar.fandom.com/wiki/Hou-Ting%27s_prisoner","https://static.wikia.nocookie.net/avatar/images/7/71/Prisoner.png/revision/latest/scale-to-width-down/350?cb=20150310231218","Hou-Ting's prisoner","Earth Kingdom","Earth Kingdom","","","","Brown","Gray","Tan","Man","His wife","Zaheer","Hou-Ting","","","","","","","","""Long Live the Queen"" (only appearance)","","Jeff Bennett"
"https://avatar.fandom.com/wiki/Hou-Ting","https://static.wikia.nocookie.net/avatar/images/6/68/Hou-Ting.png/revision/latest?cb=20150209042730","Hou-Ting","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","171 AG","","Black","","Woman","","Dai Li","Team Avatar","","","","Hou-Ting dynasty","Kuei (as Earth Monarch)","Wu (as Earth Monarch)","Earth Kingdom","""The Earth Queen""","","Jayne Taini"
"https://avatar.fandom.com/wiki/Hope","https://static.wikia.nocookie.net/avatar/images/1/18/Hope.png/revision/latest?cb=20140413233809","Hope","Earth Kingdom","","Newborn","100 AG","","","Black","","Woman","","Team Avatar","Fire Nation","","","","","","","","""The Serpent's Pass""","",""
"https://avatar.fandom.com/wiki/Hong_Li","https://static.wikia.nocookie.net/avatar/images/a/a9/Hong_Li.png/revision/latest?cb=20140726172933","Hong Li","Zaofu, Earth Kingdom","Earth Kingdom","18","153 AG","","","Black","","Man","","Suyin Beifong","Aiwei","Earth, metal","","Guard","","","","","""The Terror Within"" (only appearance)","","Joey Richter"
"https://avatar.fandom.com/wiki/Ho_Tun","https://static.wikia.nocookie.net/avatar/images/3/32/Ho_Tun.png/revision/latest?cb=20210228142637","Ho Tun","Yu Dao, Fire Nation colonies","Earth Kingdom","16 in The Promise trilogy[2]17 in The Rift trilogy","85 AG","","","Brown","","Man","","Team Beifong","Kunyo","Earth, metal","","Metalbending instructor","Team Beifong","","","Beifong Metalbending Academy","The Promise Part One","",""
"https://avatar.fandom.com/wiki/Hiroshi","https://static.wikia.nocookie.net/avatar/images/c/c2/Hiroshi.png/revision/latest?cb=20200422221703","Hiroshi","Earth Kingdom","","","","","","Brown","","Man","","Riley","","Earth","","","","","","Earth Kingdom","""New Recruits"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Herbalist","https://static.wikia.nocookie.net/avatar/images/d/d5/Herbalist.png/revision/latest?cb=20140113140507","Herbalist","Taku, Earth Kingdom","Earth Kingdom","80[2]","20 AG","","","White","","Woman","","Miyuki","Fire Nation","","","Herbalist","","","","Herbalist institute","""The Blue Spirit""","","Jodi Carlisle"
"https://avatar.fandom.com/wiki/Henshe","","Henshe","Ba Sing Se, Earth Kingdom","Earth Kingdom","Mid-twenties at death[2][3]","","Year 17 of the era of Yangchen","","","","Man","","Shang merchants","Avatar","","","Shang merchant","","","","","""Theater""","",""
"https://avatar.fandom.com/wiki/Hei-Won","https://static.wikia.nocookie.net/avatar/images/4/4a/Hei-Won.png/revision/latest?cb=20200728234206","Hei-Won","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","Brown","","Woman","","Aang","","","","","","","","Air Acolytes","The Promise Part Two","",""
"https://avatar.fandom.com/wiki/Headhunter","https://static.wikia.nocookie.net/avatar/images/0/06/Headhunter.png/revision/latest?cb=20140317211136","Headhunter","Gaoling, Earth Kingdom","Earth Kingdom","","","","","Brown","","Man","","Xin Fu","Toph Beifong","Earth","","Professional earthbending fighter","","","","Earth Kingdom","""The Blind Bandit"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Head_of_the_Dai_Li","https://static.wikia.nocookie.net/avatar/images/6/69/Head_of_the_Dai_Li.png/revision/latest?cb=20101208144254","Head of the Dai Li","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","Black","","Man","","Dai Li","Kuei","Rock gloves, earth","","Dai Li agent","Representative and spokesperson for Dai Li agents","Azula (as Head of the Dai Li)","","Azula (formerly)","""City of Walls and Secrets""","","André Sogliuzzo"
"https://avatar.fandom.com/wiki/He_Xing","https://static.wikia.nocookie.net/avatar/images/7/7f/He_Xing.png/revision/latest?cb=20230301212533","He Xing","Northern Earth Kingdom","Earth Kingdom","","","","Green","Dark brown","Brown","Man","","","","Earth","","Justiciar and lawkeeper","","","","","Avatar Legends: The Roleplaying Game Core Book","",""
"https://avatar.fandom.com/wiki/Haru%27s_mother","https://static.wikia.nocookie.net/avatar/images/f/fc/Haru%27s_mother.png/revision/latest?cb=20140108095709","Haru's mother","Mining village, Earth Kingdom","Earth Kingdom","","","","Green","Gray","Light","Woman","Tyro (husband)","Team Avatar","Fire Nation","","","Shopkeeper","","","","","""Imprisoned"" (only appearance)","","Pat Musick"
"https://avatar.fandom.com/wiki/Haru_(games)","https://static.wikia.nocookie.net/avatar/images/9/9a/Haru_%28games%29.png/revision/latest?cb=20220220135939","","Earth Kingdom","","16","","","","Brown","","Man","","Aang","Fire Nation","Earth","","","","","","","Avatar: The Last Airbender (video game) (only appearance)","","Michael Dow"
"https://avatar.fandom.com/wiki/Haru","https://static.wikia.nocookie.net/avatar/images/d/da/Haru.png/revision/latest?cb=20110104010244","Haru","Mining village, Earth Kingdom","Earth Kingdom","","","","Green","Brown","Light tan","Man","","Team Avatar","The warden","Earth","","","""Team Tyro""","","","Earth Kingdom","""Imprisoned""","","Michael Dow"
"https://avatar.fandom.com/wiki/Hark","","Hark","Earth Kingdom","Earth Kingdom","","","299 BG","","","","Man","Jesa (partner)","Flying Opera Company","","Earth","","ActorDaofei","","","","","""The Iceberg"" (dream)","",""
"https://avatar.fandom.com/wiki/Hana","","Hana","Earth Kingdom","Earth Kingdom","","","","","","","Woman","","","","Earth, sand","","Daofei","Second-in-command of the Triad of the Golden Wing","","","Triad of the Golden Wing","Adventure Booklet 1: Earth & Root (only appearance)","",""
"https://avatar.fandom.com/wiki/Guo_Xun","","Guo Xun","Omashu, Earth Kingdom","Earth Kingdom","Elderly (in c. 58 BG)","","","","","","Woman","","","Earth King","","","","","","","","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Guo","https://static.wikia.nocookie.net/avatar/images/1/19/Guo.png/revision/latest?cb=20140726210017","Guo","Zaofu, Earth Kingdom","Earth Kingdom","","","","","Black (bald)","","Man","","","","Earth, metal","","Acupuncturist","","","","","""Old Wounds"" (only appearance)","","Paul Nakauchi"
"https://avatar.fandom.com/wiki/Gun","https://static.wikia.nocookie.net/avatar/images/3/32/Gun.png/revision/latest?cb=20140730160152","Gun","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","Green","Gray","","Man","","Earth Queen","","","","Government official","","Unknown, eventually Long Feng (as Grand Secretariat of Ba Sing Se)","","","""The Earth Queen""","","Mitchell Whitfield"
"https://avatar.fandom.com/wiki/Guard_post_soldier","https://static.wikia.nocookie.net/avatar/images/3/35/Guard_post_soldier.png/revision/latest?cb=20141115161831","Guard post soldier","Earth Kingdom","Earth Kingdom","","","","","Black","","Man","","Kuvira","Bolin","Earth","","Border post guard","","","","","""Reunion"" (only appearance)","","Jim Meskimen"
"https://avatar.fandom.com/wiki/Guard_post_officer","https://static.wikia.nocookie.net/avatar/images/9/92/Guard_post_officer.png/revision/latest?cb=20150407110154","Guard post officer","Earth Kingdom","Earth Kingdom","","","","","Black","","Man","","Kuvira","Bolin","Earth","","Soldier","","","","","""Reunion"" (only appearance)","","Jeff Bennett"
"https://avatar.fandom.com/wiki/Guan_(outlaw)","","","Earth Kingdom","Earth Kingdom","","","296 BG (according to Jianzhu)","","","","Man","","Mok","Jianzhu","","","Daofei","","","","","""The Town""","",""
"https://avatar.fandom.com/wiki/Guan","https://static.wikia.nocookie.net/avatar/images/6/68/Guan_smiling.png/revision/latest?cb=20210102183027","Guan","Earth Kingdom","Earth Kingdom","30s[2]","Between 134—144 AG[2]","","Black","Black","Dark brown","Man","","Sheng","Team Avatar","Earth, metal","","SoldierPolitician","Governor of the State of Gaoling (formerly)","Kuvira (as de facto leader of the Earth Empire)","","","""After All These Years""","",""
"https://avatar.fandom.com/wiki/Gu","","Gu","Ba Sing Se, Earth Kingdom","Earth Kingdom","","Era of Szeto","","","","","Man","","Earth King","","","","Government official","","","","","""Adoration"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Gow","https://static.wikia.nocookie.net/avatar/images/d/d9/Gow.png/revision/latest?cb=20140331143005","Gow","Earth Kingdom","Earth Kingdom","","","","","Dark brown","","Man","","","Fire Nation","Earth, twin hammers","","Rogue soldier","","","","","""Zuko Alone"" (only appearance)","","Gary Sturgis"
"https://avatar.fandom.com/wiki/Governor_of_Yi","https://static.wikia.nocookie.net/avatar/images/f/f6/Governor_of_Yi.png/revision/latest?cb=20150409193512","Governor of Yi","Yi, Earth Kingdom","Earth Kingdom","","","","","Gray","","Man","","Air Nation","Kuvira","","","Politician","","","","","""After All These Years"" (only appearance)","","Robert Morse"
"https://avatar.fandom.com/wiki/The_Gopher","https://static.wikia.nocookie.net/avatar/images/d/dd/Gopher.png/revision/latest?cb=20140317211135","The Gopher","Gaoling, Earth Kingdom","Earth Kingdom","","","","","Brown (mostly shaven)","","Man","","Xin Fu","Toph Beifong","Earth","","Professional earthbending fighter","","","","","""The Blind Bandit"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Gombo","https://static.wikia.nocookie.net/avatar/images/b/b2/Gombo.png/revision/latest?cb=20140629232813","Gombo","Earth Kingdom","Earth Kingdom","","","","","Black (shaved on sides, dyed green in center hair strip, ponytail, and streak in beard)[2]","","Man","","","Korra","","","CriminalRebel","","","","","""The Earth Queen"" (only appearance)","","Pat Fraley"
"https://avatar.fandom.com/wiki/Ghashiun","https://static.wikia.nocookie.net/avatar/images/9/98/Ghashiun.png/revision/latest?cb=20130705103954","Ghashiun","Si Wong Desert, Earth Kingdom","Si Wong","","","","","Brown","","Man","","","Fire Nation","Sand","","Desert bandit","","","","","""The Library""","","Paul McKinney"
"https://avatar.fandom.com/wiki/The_Gecko","https://static.wikia.nocookie.net/avatar/images/4/43/The_Gecko.png/revision/latest?cb=20140317211140","The Gecko","Gaoling, Earth Kingdom","Earth Kingdom","","","","","","","Man","","Xin Fu","Toph Beifong","Earth","","Professional earthbending fighter","","","","","""The Blind Bandit"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Gansu","https://static.wikia.nocookie.net/avatar/images/b/b9/Gansu.png/revision/latest?cb=20140331143004","Gansu","Plains village, Earth Kingdom","Earth Kingdom","","","","","Brown","","Man","Sela (wife)","Zuko","Fire Nation","","","Farmer","","","","","""Zuko Alone"" (only appearance)","","Brian O'Neill"
"https://avatar.fandom.com/wiki/Ganbat","https://static.wikia.nocookie.net/avatar/images/d/d8/Ganbat.png/revision/latest?cb=20220120222148","Ganbat","Earth Kingdom","Earth Kingdom","","","","","Black","","Man","","Hou-Ting","Air Nation","Earth","","Poacher","","","","","""Original Airbenders"" (only appearance)","","Travis Willingham"
"https://avatar.fandom.com/wiki/Gan_Jin_tribesman","https://static.wikia.nocookie.net/avatar/images/5/53/Gan_Jin_tribesman.png/revision/latest?cb=20130311212707","Gan Jin tribesman","Earth Kingdom","Ganjinese","","","","","Brown","","Man","","Zhang","Fire Nation","","","","","","","Gan Jin","""The Great Divide"" (only appearance)","","Scott Menville"
"https://avatar.fandom.com/wiki/Gan_Jin_leader","https://static.wikia.nocookie.net/avatar/images/d/d8/Gan_Jin_leader.png/revision/latest?cb=20131202205816","Gan Jin leader","Earth Kingdom","Ganjinese","","","","","White","","Man","","Zhang","Fire Nation","Sword","","","","","","Gan Jin","""The Great Divide"" (only appearance)","","René Auberjonois"
"https://avatar.fandom.com/wiki/Fung","https://static.wikia.nocookie.net/avatar/images/a/aa/Fung.png/revision/latest?cb=20140407160126","Fung","Si Wong Desert, Earth Kingdom","Earth Kingdom","","","","","Gray (bald)","","Man","","Iroh","Xin Fu","","","Gambler","","","","Earth Kingdom","""The Desert"" (only appearance)","","Peter Jessop"
"https://avatar.fandom.com/wiki/Foo_Foo_Cuddlypoops","https://static.wikia.nocookie.net/avatar/images/c/c4/Foo_Foo_Cuddlypoops.png/revision/latest?cb=20130619092711","Foo Foo Cuddlypoops","Earth Kingdom","","","","","","","Brown","Male","","Sokka","","","","","","","","","""Bitter Work"" (only appearance)","","Dee Bradley Baker"
"https://avatar.fandom.com/wiki/Fong","https://static.wikia.nocookie.net/avatar/images/0/08/Fong.png/revision/latest?cb=20130625120143","Fong","Earth Kingdom","Earth Kingdom","","","","","Brown","","Man","","","Fire Nation","Earth","","Military official","","","","","""The Avatar State"" (only appearance)","","Daniel Dae Kim"
"https://avatar.fandom.com/wiki/Foaming_mouth_guy","https://static.wikia.nocookie.net/avatar/images/1/12/Foaming_mouth_guy.png/revision/latest?cb=20140215111856","Foaming mouth guy","Suki's village, Earth Kingdom","Kyoshi Islander","","","","","Brown","","Man","","Aang","Fire Nation","","","","","","","","""The Warriors of Kyoshi""","","Byron McKittrick"
"https://avatar.fandom.com/wiki/Flyer_distribution_man","https://static.wikia.nocookie.net/avatar/images/7/74/Flyer_distribution_man.png/revision/latest?cb=20140317210009","Flyer distribution man","Gaoling, Earth Kingdom","Earth Kingdom","","","","","Brown","","Man","","Yu","Fire Nation","","","Flyer distributor","","","","","""The Blind Bandit"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Fluffykins","https://static.wikia.nocookie.net/avatar/images/8/84/Fluffykins.png/revision/latest?cb=20140504180349","Fluffykins","Earth Kingdom","","","","","","","Light brown, dark brown features","Female","","","","","","","","","","","""The Tales of Ba Sing Se"" (only appearance)","","Dee Bradley Baker"
"https://avatar.fandom.com/wiki/Flopsie","https://static.wikia.nocookie.net/avatar/images/4/4c/Goat_gorilla.png/revision/latest?cb=20130706150318","Flopsie","Omashu, Earth Kingdom","Earth Kingdom","","","","","","Cream","Male","","Bumi","Fire Nation","","","","","","","","""The King of Omashu""","","Dee Bradley Baker"
"https://avatar.fandom.com/wiki/Flint_and_Ember","","Flint and Ember","Yu Dao, Fire Nation colonies","Earth Kingdom, Fire Nation","Teenager (Flint, in c. 102 AG)Child (Ember, in c. 102 AG)","","","","","","Men","","","","Earth (Flint)Fire (Ember)","(Flint)","","","","","","Adventure Booklet 4: Air & Wind (only appearance)","",""
"https://avatar.fandom.com/wiki/Fishmonger","https://static.wikia.nocookie.net/avatar/images/1/1b/Fishmonger.png/revision/latest?cb=20141106163042","Fishmonger","Earth Kingdom","Earth Kingdom","","","","","White","Tan","Man","","Aang","","","","Fishmonger","","","","","""Korra Alone"" (flashback only)","","Jeff Bennett"
"https://avatar.fandom.com/wiki/Fisherman%27s_wife","https://static.wikia.nocookie.net/avatar/images/0/03/Fisherman%27s_wife.png/revision/latest?cb=20130714135417","Fisherman's wife","Harbor town, Earth Kingdom","Earth Kingdom","","","","","Gray","","Woman","Her husband","Team Avatar","Fire Nation","","","","","","","","""The Storm"" (only appearance)","","Susan Silo"
"https://avatar.fandom.com/wiki/Fisherman","https://static.wikia.nocookie.net/avatar/images/f/f0/Fisherman.png/revision/latest?cb=20130714140302","Fisherman","Harbor town, Earth Kingdom","Earth Kingdom","","","","","White","","Man","His wife","Team Avatar","Fire Nation","","","Fisherman","","","","","""The Storm"" (only appearance)","","Robert Pine"
"https://avatar.fandom.com/wiki/Fire_Nation_Man","https://static.wikia.nocookie.net/avatar/images/4/46/Fire_Nation_Man.png/revision/latest?cb=20140317210008","Fire Nation Man","Si Wong Desert, Earth Kingdom[2]","Earth Kingdom","","","","","Brown","","Man","","Earth Rumble","Toph Beifong","Earth","","Professional earthbending fighter","","","","","""The Blind Bandit"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Feng_(waitress)","https://static.wikia.nocookie.net/avatar/images/4/42/Feng_%28waitress%29.png/revision/latest/scale-to-width-down/350?cb=20210826000433","","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","","","Woman","","Iroh","","","","Waitress","","","","","""Matcha Makers"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Feishan","","Feishan","Ba Sing Se, Earth Kingdom","Earth Kingdom","28 in The Dawn of Yangchen[1]","Late era of Szeto","","","","","Man","","","General","","","","","","","","""The Earth King""","",""
"https://avatar.fandom.com/wiki/Farmer_and_wife","https://static.wikia.nocookie.net/avatar/images/f/f4/Farmer_and_wife.png/revision/latest?cb=20130705201707","Farmer and wife","Earth Kingdom","Earth Kingdom","","","","","Brown","","Man and woman respectively","Married to each other","","Appa","","","Farmers","","","","","""Appa's Lost Days"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Fan","https://static.wikia.nocookie.net/avatar/images/b/b9/Fan.png/revision/latest?cb=20230329120810","Fan","Earth Kingdom","","","","","Green","Brown","Light tan","","","Zhang","","","","Traveling merchant","","","","","Avatar: Generations (only appearance)","",""
"https://avatar.fandom.com/wiki/Ema","","Ema","Southern Air Temple","Earth Kingdom","","","","","","","Man","","Bo","","Alchemical satchels","","","","","","","Adventure Booklet 2: Fire & Brimstone (only appearance)","",""
"https://avatar.fandom.com/wiki/Earthbending_academy_teenagers","https://static.wikia.nocookie.net/avatar/images/1/11/Earthbending_academy_teenagers.png/revision/latest?cb=20140317210008","Earthbending academy teenagers","Gaoling, Earth Kingdom","Earth Kingdom","","","","Pale green (boy on the left)Brown (boy on the right)","Gray (boy on the left)Brown (boy on the right)","Light","Men","","Yu","Katara","Earth","","Students","","","","Earth Kingdom","""The Blind Bandit"" (only appearance)","","Scott Menville"
"https://avatar.fandom.com/wiki/Earthbender_captain","https://static.wikia.nocookie.net/avatar/images/8/80/Earthbender_captain.png/revision/latest?cb=20130620111830","Earthbender captain","Earth Kingdom","Earth Kingdom","","","","","Brown","","Man","","","Iroh","Earth","","Soldier","","","","","""Winter Solstice, Part 1: The Spirit World""","","André Sogliuzzo"
"https://avatar.fandom.com/wiki/Category:Earth_Rumble_fighters","","","","","","","","","","","","","","","","","","","","","","","",""
"https://avatar.fandom.com/wiki/Earth_Empire_fugitives","https://static.wikia.nocookie.net/avatar/images/4/41/Earth_Empire_fugitives.png/revision/latest/scale-to-width-down/350?cb=20150407110153","Earth Empire fugitives","Earth Kingdom","Fire NationWater Tribe","","","","","","","Men and women","","Bolin","Earth Empire","FireWater","","","","","","","""Reunion""","",""
"https://avatar.fandom.com/wiki/The_Duke","https://static.wikia.nocookie.net/avatar/images/c/cd/The_Duke.png/revision/latest?cb=20130706011726","The Duke","Earth Kingdom","Earth Kingdom","8[2]","91 AG","","","Brown","","Man","","Team Avatar","Fire Nation","","","Freedom Fighter (formerly)","Hakoda's forces","","","Earth Kingdom","""Jet""","","Mitch Holleman (Book One)Nick Swoboda (Book Three)"
"https://avatar.fandom.com/wiki/The_Dark_One","https://static.wikia.nocookie.net/avatar/images/4/4e/The_Dark_One.png/revision/latest?cb=20200802154021","The Dark One","Yu Dao, Fire Nation colonies","Earth Kingdom","14 in The Promise trilogy[2]15 in The Rift trilogy","87 AG","","Dim gray","Black","","Man","","Team Beifong","Kunyo","Earth, metal","","Metalbending instructor","Yu Dao","","","Beifong Metalbending Academy","The Promise Part One","",""
"https://avatar.fandom.com/wiki/Dakou","","Dakou","Western Earth Kingdom","Zhang","","","296 BG","","","","Man","","Earth Sages","Gan Jin","","","Earth Sage","","","","","""The Ambush"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Dai_Li_sergeant","https://static.wikia.nocookie.net/avatar/images/d/db/Dai_Li_sergeant.png/revision/latest?cb=20140814081916","Dai Li sergeant","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","Gray","","Man","","Dai Li","Bolin","Rock gloves, earth","","Sergeant","First Airbending Regiment (formerly)","","","Earth Queen Hou-Ting","""The Earth Queen""","","Gary Cole"
"https://avatar.fandom.com/wiki/Corncob_guy","https://static.wikia.nocookie.net/avatar/images/c/ce/Corncob_guy.png/revision/latest?cb=20140422090141","Corncob guy","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","Black","","Man","","","","","","","","","","","""City of Walls and Secrets"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Cong","","Cong","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","","","Man","","Paper Lantern Gang","","Earth","","Criminal","","","","","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Chow","https://static.wikia.nocookie.net/avatar/images/5/51/Chow.png/revision/latest?cb=20140730173827","Chow","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","Light green","Dark gray","","Man","LiLing (wife)[1]","","","","","Fruit store vendor","","","","","""The Earth Queen""","","Carlos Alazraqui"
"https://avatar.fandom.com/wiki/Chong","https://static.wikia.nocookie.net/avatar/images/f/f8/Chong.png/revision/latest?cb=20140127210142","Chong","Earth Kingdom","Earth Kingdom","","","","","Black","Tan","Man","Lily (wife)","Team Avatar","","","","EntertainerNomad","","","","","""The Cave of Two Lovers""","","Dee Bradley Baker"
"https://avatar.fandom.com/wiki/Choi","","Choi","Bin-Er, Earth Kingdom","","","","","","","","Man","","Air Nomads","","","","Wagon train driver","","","","","""The Northern Air Temple"" (only appearance)","",""
